Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Engagement,Performance,Cluster
26,1,Travel_Rarely,1449,Research & Development,16,Master,Medical,3,Male,45,0,Entry Level,Laboratory Technician,1,Divorced,2373,14180,2,Yes,13,0,Very High,1,5,2,1,3,2,0,2,5,15,1
28,0,Travel_Rarely,1117,Research & Development,8,College,Life Sciences,2,Female,66,0,Entry Level,Research Scientist,0,Single,3310,4488,1,No,21,1,Very High,0,5,3,1,5,3,0,2,3,25,1
49,0,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,1,Female,35,0,Executive Level,Research Director,3,Single,18665,25594,9,Yes,11,0,Very High,0,22,4,1,3,2,1,2,5,15,0
36,0,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,1,Male,30,0,Junior Level,Research Scientist,1,Single,4485,26285,4,No,12,0,Very High,0,10,2,1,8,0,7,7,3,14,2
31,0,Travel_Frequently,444,Sales,5,Bachelor,Marketing,2,Female,84,0,Entry Level,Sales Representative,1,Divorced,2789,3909,1,No,11,0,High,1,2,5,2,2,2,2,2,5,16,1
26,1,Travel_Rarely,950,Sales,4,Master,Marketing,2,Male,48,1,Junior Level,Sales Executive,0,Single,5828,8450,1,Yes,12,0,Medium,0,8,0,1,8,7,7,4,4,12,1
37,0,Travel_Frequently,889,Research & Development,9,Bachelor,Medical,0,Male,53,0,Entry Level,Research Scientist,0,Married,2326,11411,1,Yes,12,0,High,3,4,3,2,4,2,1,2,2,15,1
42,0,Travel_Frequently,555,Sales,26,Bachelor,Marketing,1,Female,77,0,Senior Level,Sales Executive,1,Married,13525,14864,5,No,14,0,Very High,1,23,2,3,20,4,4,8,5,16,0
18,1,Travel_Rarely,230,Research & Development,3,Bachelor,Life Sciences,1,Male,54,0,Entry Level,Laboratory Technician,2,Single,1420,25233,1,No,13,0,High,0,0,2,1,0,0,0,0,4,15,2
35,0,Travel_Rarely,1232,Sales,16,Bachelor,Marketing,1,Male,96,0,Mid Level,Sales Executive,1,Married,8020,5100,0,No,15,0,High,2,12,3,2,11,9,6,9,4,18,1
36,0,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,1,Male,81,2,Entry Level,Laboratory Technician,0,Married,3688,7122,4,No,18,0,Very High,2,4,2,1,1,0,0,0,4,20,1
51,0,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,2,Male,84,3,Junior Level,Manufacturing Director,1,Divorced,5482,16321,5,No,18,0,Very High,1,13,3,1,4,1,1,2,7,21,2
41,0,Travel_Rarely,334,Sales,2,Master,Life Sciences,2,Male,88,0,Senior Level,Manager,1,Single,16015,15896,1,No,19,0,Medium,0,22,2,1,22,10,0,4,4,21,0
18,0,Travel_Rarely,812,Sales,10,Bachelor,Medical,2,Female,69,1,Entry Level,Sales Representative,2,Single,1200,9724,1,No,12,0,Low,0,0,2,1,0,0,0,0,6,14,1
28,0,Travel_Rarely,1476,Research & Development,16,College,Medical,0,Male,68,2,Junior Level,Healthcare Representative,3,Single,5661,4824,0,No,19,0,High,0,9,2,1,8,3,0,7,6,21,1
31,0,Travel_Rarely,218,Sales,7,Bachelor,Technical Degree,0,Male,100,2,Junior Level,Sales Executive,0,Married,6929,12241,4,No,11,0,Medium,1,10,3,2,8,7,7,7,4,14,1
39,0,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,1,Male,48,2,Mid Level,Healthcare Representative,0,Divorced,9613,10942,0,No,17,0,Low,3,19,5,2,18,10,3,7,5,22,1
36,0,Non-Travel,1105,Research & Development,24,Master,Life Sciences,0,Female,47,0,Junior Level,Laboratory Technician,1,Married,5674,6927,7,No,15,0,High,1,11,3,1,9,8,0,8,2,18,1
32,0,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,2,Male,91,1,Junior Level,Sales Executive,2,Married,5484,16985,1,No,14,0,High,1,13,3,2,13,8,4,8,7,17,2
38,0,Travel_Rarely,849,Research & Development,25,College,Life Sciences,3,Female,81,1,Mid Level,Research Director,1,Married,12061,26707,3,No,17,0,High,1,19,2,1,10,8,0,1,6,19,2
58,0,Non-Travel,390,Research & Development,1,Master,Life Sciences,2,Male,32,3,Junior Level,Healthcare Representative,2,Divorced,5660,17056,2,Yes,13,0,Very High,1,12,2,1,5,3,1,2,8,15,2
31,0,Travel_Rarely,691,Research & Development,5,Master,Technical Degree,1,Male,86,0,Entry Level,Research Scientist,0,Married,4821,10077,0,Yes,12,0,High,1,6,4,1,5,2,0,3,2,16,1
31,0,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,3,Male,62,1,Junior Level,Human Resources,3,Married,6410,17822,3,No,12,0,Very High,0,9,1,1,2,2,1,0,8,13,2
45,0,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,3,Male,97,0,Mid Level,Laboratory Technician,3,Divorced,5210,20308,1,No,18,0,Low,1,24,2,1,24,9,9,11,7,20,2
31,0,Travel_Rarely,192,Research & Development,2,Master,Life Sciences,1,Male,32,0,Entry Level,Research Scientist,0,Divorced,2695,7747,0,Yes,18,0,Medium,1,3,2,0,2,2,2,2,1,20,1
33,0,Travel_Frequently,553,Research & Development,5,Master,Life Sciences,2,Female,74,0,Mid Level,Manager,1,Married,11878,23364,6,No,11,0,Medium,2,12,2,1,10,6,8,8,4,13,2
39,0,Travel_Rarely,117,Research & Development,10,Below College,Medical,1,Male,99,0,Senior Level,Manager,3,Married,17068,5355,1,Yes,14,0,Very High,0,21,3,1,21,9,11,10,5,17,0
43,0,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,1,Female,33,0,Entry Level,Laboratory Technician,0,Single,2455,10675,0,No,19,0,Low,0,9,5,1,8,7,1,7,2,24,1
49,0,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,1,Female,90,1,Senior Level,Healthcare Representative,2,Single,13964,17810,7,Yes,12,0,Very High,0,25,2,1,7,1,0,7,5,14,0
52,1,Travel_Rarely,723,Research & Development,8,Master,Medical,1,Male,85,1,Junior Level,Research Scientist,1,Married,4941,17747,2,No,15,0,Low,0,11,3,2,8,2,7,7,5,18,2
27,0,Travel_Rarely,1220,Research & Development,5,Bachelor,Life Sciences,1,Female,85,0,Entry Level,Research Scientist,1,Single,2478,20938,1,Yes,12,0,Medium,0,4,2,2,4,3,1,2,4,14,2
32,0,Travel_Rarely,588,Sales,8,College,Technical Degree,1,Female,65,1,Junior Level,Sales Executive,1,Married,5228,24624,1,Yes,11,0,Very High,0,13,2,1,13,12,11,9,4,13,2
27,0,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,2,Male,74,0,Junior Level,Sales Executive,2,Single,4478,5242,1,Yes,11,0,Low,0,5,3,1,5,4,0,4,5,14,1
31,0,Travel_Rarely,691,Sales,7,Bachelor,Marketing,2,Male,73,0,Junior Level,Sales Executive,0,Divorced,7547,7143,4,No,12,0,Very High,3,13,3,1,7,7,1,7,3,15,1
32,0,Travel_Rarely,1018,Research & Development,2,Master,Medical,3,Female,74,2,Junior Level,Research Scientist,0,Single,5055,10557,7,No,16,0,High,0,10,0,2,7,7,0,7,7,16,1
28,1,Travel_Rarely,1157,Research & Development,2,Master,Medical,3,Male,84,3,Entry Level,Research Scientist,0,Married,3464,24737,5,Yes,13,0,Very High,0,5,4,2,3,2,2,2,8,17,2
30,0,Travel_Rarely,1275,Research & Development,28,College,Medical,2,Female,64,0,Junior Level,Research Scientist,0,Married,5775,11934,1,No,13,0,Very High,2,11,2,1,10,8,1,9,3,15,1
31,0,Travel_Frequently,798,Research & Development,7,College,Life Sciences,1,Female,48,1,Mid Level,Manufacturing Director,2,Married,8943,14034,1,No,24,1,Low,1,10,2,1,10,9,8,9,5,27,0
39,0,Travel_Frequently,672,Research & Development,7,College,Medical,1,Male,54,1,Executive Level,Manager,0,Married,19272,21141,1,No,15,0,Low,1,21,2,1,21,9,13,3,3,17,0
39,1,Travel_Rarely,1162,Sales,3,College,Medical,2,Female,41,0,Junior Level,Sales Executive,2,Married,5238,17778,4,Yes,18,0,Low,0,12,3,2,1,0,0,0,6,21,2
33,0,Travel_Frequently,508,Sales,10,Bachelor,Marketing,0,Male,46,1,Junior Level,Sales Executive,0,Single,4682,4317,3,No,14,0,High,0,9,6,2,7,7,0,1,3,20,1
47,0,Travel_Rarely,1482,Research & Development,5,Doctor,Life Sciences,2,Male,42,0,Executive Level,Research Director,2,Married,18300,16375,4,No,11,0,Medium,1,21,2,1,3,2,1,1,5,13,0
43,0,Travel_Frequently,559,Research & Development,10,Master,Life Sciences,1,Female,82,1,Junior Level,Laboratory Technician,2,Divorced,5257,6227,1,No,11,0,Medium,1,9,3,3,9,7,0,0,7,14,1
27,0,Non-Travel,210,Sales,1,Below College,Marketing,1,Male,73,0,Junior Level,Sales Executive,1,Married,6349,22107,0,Yes,13,0,Very High,1,6,0,1,5,4,1,4,3,13,2
54,0,Travel_Frequently,928,Research & Development,20,Master,Life Sciences,2,Female,31,0,Junior Level,Research Scientist,2,Single,4869,16885,3,No,12,0,Very High,0,20,4,2,4,3,0,3,6,16,2
43,0,Travel_Rarely,1001,Research & Development,7,Bachelor,Life Sciences,1,Female,43,0,Mid Level,Healthcare Representative,3,Married,9985,9262,8,No,16,0,Low,1,10,1,2,1,0,0,0,6,17,1
45,0,Travel_Rarely,549,Research & Development,8,Master,Other,2,Male,75,0,Junior Level,Research Scientist,0,Married,3697,9278,9,No,14,0,Low,2,12,3,1,10,9,9,8,3,17,1
40,0,Travel_Rarely,1124,Sales,1,College,Medical,0,Male,57,3,Junior Level,Sales Executive,0,Married,7457,13273,2,Yes,22,1,High,3,6,2,2,4,3,0,2,5,25,1
29,1,Travel_Rarely,318,Research & Development,8,Master,Other,0,Male,77,3,Entry Level,Laboratory Technician,3,Married,2119,4759,1,Yes,11,0,Very High,0,7,4,2,7,7,0,7,8,15,1
29,0,Travel_Rarely,738,Research & Development,9,Doctor,Other,0,Male,30,1,Entry Level,Laboratory Technician,0,Single,3983,7621,0,No,17,0,High,0,4,2,1,3,2,2,2,2,19,1
30,0,Travel_Rarely,570,Sales,5,Bachelor,Marketing,2,Female,30,1,Junior Level,Sales Executive,2,Divorced,6118,5431,1,No,13,0,High,3,10,2,1,10,9,1,2,6,15,1
27,0,Travel_Rarely,1130,Sales,8,Master,Marketing,0,Female,56,0,Junior Level,Sales Executive,1,Married,6214,3415,1,No,18,0,Low,1,8,3,1,8,7,0,7,2,21,1
37,0,Travel_Rarely,1192,Research & Development,5,College,Medical,2,Male,61,0,Junior Level,Manufacturing Director,0,Divorced,6347,23177,7,No,16,0,High,2,8,2,2,6,2,0,4,4,18,2
38,0,Travel_Rarely,343,Research & Development,15,College,Life Sciences,1,Male,92,1,Mid Level,Research Director,0,Divorced,11510,15682,0,Yes,14,0,Medium,1,12,3,1,11,10,2,9,3,17,0
31,0,Travel_Rarely,1232,Research & Development,7,Master,Medical,1,Female,39,0,Mid Level,Manufacturing Director,0,Single,7143,25713,1,Yes,14,0,High,0,11,2,2,11,9,4,10,3,16,2
29,0,Travel_Rarely,144,Sales,10,Below College,Marketing,2,Female,39,1,Junior Level,Sales Executive,1,Divorced,8268,11866,1,Yes,14,0,Low,2,7,2,1,7,7,1,7,5,16,1
35,0,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,1,Male,62,0,Mid Level,Manufacturing Director,1,Single,8095,18264,0,No,13,0,Very High,0,17,5,1,16,6,0,13,3,18,2
23,0,Travel_Rarely,1309,Research & Development,26,Below College,Life Sciences,1,Male,83,0,Entry Level,Research Scientist,0,Divorced,2904,16092,1,No,12,0,High,2,4,2,2,4,2,0,2,3,14,2
41,0,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,2,Male,95,1,Junior Level,Manufacturing Director,1,Single,6032,10110,6,Yes,15,0,Very High,0,8,3,1,5,4,1,2,5,18,1
47,0,Travel_Frequently,1309,Sales,4,Below College,Medical,0,Male,99,0,Junior Level,Sales Representative,2,Single,2976,25751,3,No,19,0,Low,0,5,3,1,0,0,0,0,3,22,2
42,0,Travel_Rarely,810,Research & Development,23,Doctor,Life Sciences,3,Female,44,0,Senior Level,Research Director,0,Single,15992,15901,2,No,14,0,Medium,0,16,2,1,1,0,0,0,4,16,0
29,0,Non-Travel,746,Sales,2,Bachelor,Life Sciences,2,Male,61,0,Junior Level,Sales Executive,2,Married,4649,16928,1,No,14,0,Low,1,4,3,2,4,3,0,2,6,17,2
42,0,Travel_Rarely,544,Human Resources,2,Below College,Technical Degree,1,Male,52,0,Entry Level,Human Resources,2,Divorced,2696,24017,0,Yes,11,0,High,1,4,5,1,3,2,1,0,4,16,2
32,0,Travel_Rarely,1062,Research & Development,2,Bachelor,Medical,1,Female,75,0,Entry Level,Laboratory Technician,1,Married,2370,3956,1,No,13,0,High,1,8,4,1,8,0,0,7,3,17,1
48,0,Travel_Rarely,530,Sales,29,Below College,Medical,3,Female,91,0,Mid Level,Manager,2,Married,12504,23978,3,No,21,1,Medium,1,15,3,0,0,0,0,0,5,25,2
37,0,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,1,Male,51,2,Junior Level,Research Scientist,3,Divorced,5974,17001,4,Yes,13,0,Low,2,13,2,1,7,7,6,7,7,15,2
30,0,Non-Travel,641,Sales,25,College,Technical Degree,2,Female,85,0,Junior Level,Sales Executive,2,Married,4736,6069,7,Yes,12,0,Medium,1,4,2,3,2,2,2,2,7,14,1
26,0,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,1,Male,57,0,Junior Level,Sales Executive,2,Married,5296,20156,1,No,17,0,Medium,1,8,3,1,8,7,7,7,4,20,2
42,0,Travel_Rarely,1332,Research & Development,2,Master,Other,3,Male,98,1,Junior Level,Healthcare Representative,0,Single,6781,17078,3,No,23,1,Medium,0,14,6,1,1,0,0,0,5,30,2
21,1,Travel_Frequently,756,Sales,1,Below College,Technical Degree,3,Female,99,1,Entry Level,Sales Representative,1,Single,2174,9150,1,Yes,11,0,High,0,3,3,1,3,2,1,2,6,14,1
36,0,Non-Travel,845,Sales,1,Doctor,Medical,2,Female,45,0,Junior Level,Sales Executive,0,Single,6653,15276,4,No,15,0,Medium,0,7,6,1,1,0,0,0,3,21,2
36,0,Travel_Frequently,541,Sales,3,Master,Medical,3,Male,48,1,Mid Level,Sales Executive,0,Married,9699,7246,4,No,11,0,Low,1,16,2,1,13,9,1,12,5,13,1
57,0,Travel_Rarely,593,Research & Development,1,Master,Medical,2,Male,88,0,Junior Level,Healthcare Representative,2,Married,6755,2967,2,No,11,0,High,0,15,2,1,3,2,1,2,5,13,1
40,0,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,2,Female,46,2,Entry Level,Laboratory Technician,2,Married,2213,22495,3,Yes,13,0,High,1,10,3,1,7,7,1,7,7,16,2
21,0,Non-Travel,895,Sales,9,College,Medical,3,Male,39,0,Entry Level,Sales Representative,0,Single,2610,2851,1,No,24,1,High,0,3,3,2,3,2,2,2,5,28,1
33,1,Travel_Rarely,350,Sales,5,Bachelor,Marketing,2,Female,34,0,Entry Level,Sales Representative,2,Single,2851,9150,1,Yes,13,0,Medium,0,1,2,1,1,0,0,0,5,15,1
37,0,Travel_Rarely,921,Research & Development,10,Bachelor,Medical,1,Female,98,0,Entry Level,Laboratory Technician,3,Married,3452,17663,6,No,20,1,Medium,1,17,3,1,5,4,0,3,5,24,2
46,0,Non-Travel,1144,Research & Development,7,Master,Medical,1,Female,30,0,Junior Level,Manufacturing Director,2,Married,5258,16044,2,No,14,0,High,0,7,2,3,1,0,0,0,6,16,2
41,1,Travel_Frequently,143,Sales,4,Bachelor,Marketing,3,Male,56,0,Junior Level,Sales Executive,1,Single,9355,9558,1,No,18,0,High,0,8,5,1,8,7,7,7,5,23,1
50,0,Travel_Rarely,1046,Research & Development,10,Bachelor,Technical Degree,2,Male,100,1,Mid Level,Healthcare Representative,0,Single,10496,2755,6,No,15,0,Very High,0,20,2,1,4,3,1,3,4,17,1
40,1,Travel_Rarely,575,Sales,22,College,Marketing,1,Male,68,1,Junior Level,Sales Executive,2,Married,6380,6110,2,Yes,12,0,Low,2,8,6,1,6,4,1,0,5,18,1
31,0,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,1,Male,42,1,Entry Level,Research Scientist,1,Single,2657,7551,0,Yes,16,0,Very High,0,3,5,1,2,2,2,2,4,21,1
21,1,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,1,Female,90,2,Entry Level,Sales Representative,1,Single,2716,25422,1,No,15,0,Very High,0,1,0,1,1,0,0,0,5,15,2
29,0,Travel_Rarely,1283,Research & Development,23,Bachelor,Life Sciences,2,Male,54,0,Entry Level,Research Scientist,0,Single,2201,18168,9,No,16,0,Very High,0,6,4,1,3,2,1,2,3,20,2
35,0,Travel_Rarely,755,Research & Development,9,Master,Life Sciences,1,Male,97,1,Junior Level,Healthcare Representative,1,Single,6540,19394,9,No,19,0,High,0,10,5,1,1,1,0,0,4,24,2
27,0,Travel_Rarely,1469,Research & Development,1,College,Medical,2,Male,82,0,Entry Level,Laboratory Technician,1,Divorced,3816,17881,1,No,11,0,Medium,1,5,2,1,5,2,0,4,4,13,2
28,0,Travel_Rarely,304,Sales,9,Master,Life Sciences,0,Male,92,0,Junior Level,Sales Executive,0,Single,5253,20750,1,No,16,0,Very High,0,7,1,1,7,5,0,7,1,17,2
49,0,Travel_Rarely,1261,Research & Development,7,Bachelor,Other,0,Male,31,1,Mid Level,Healthcare Representative,2,Single,10965,12066,8,No,24,1,High,0,26,2,1,5,2,0,0,4,27,0
51,0,Travel_Rarely,1178,Sales,14,College,Life Sciences,1,Female,87,0,Junior Level,Sales Executive,0,Married,4936,14862,4,No,11,0,High,1,18,2,2,7,7,0,7,3,13,2
36,0,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,2,Female,96,0,Entry Level,Research Scientist,2,Married,2543,11868,4,No,13,0,Medium,1,6,3,1,2,2,2,2,5,16,1
34,1,Non-Travel,1362,Sales,19,Bachelor,Marketing,3,Male,67,2,Junior Level,Sales Executive,0,Single,5304,4652,8,Yes,13,0,Medium,0,9,3,2,5,2,0,4,7,16,1
55,0,Travel_Rarely,1311,Research & Development,2,Bachelor,Life Sciences,1,Female,97,0,Senior Level,Manager,0,Single,16659,23258,2,Yes,13,0,High,0,30,2,1,5,4,1,2,2,15,0
24,0,Travel_Rarely,1371,Sales,10,Master,Marketing,2,Female,77,0,Junior Level,Sales Executive,2,Divorced,4260,5915,1,Yes,12,0,Very High,1,5,2,3,5,2,0,3,7,14,1
30,0,Travel_Rarely,202,Sales,2,Below College,Technical Degree,1,Male,72,0,Entry Level,Sales Representative,1,Married,2476,17434,1,No,18,0,Low,1,1,3,1,1,0,0,0,3,21,2
26,1,Travel_Frequently,575,Research & Development,3,Below College,Technical Degree,1,Male,73,0,Entry Level,Research Scientist,3,Single,3102,6582,0,No,22,1,High,0,7,2,1,6,4,0,4,5,25,1
22,0,Travel_Rarely,253,Research & Development,11,Bachelor,Medical,3,Female,43,0,Entry Level,Research Scientist,1,Married,2244,24440,1,No,13,0,Very High,1,2,1,1,2,1,1,2,5,14,2
36,0,Travel_Rarely,164,Sales,2,College,Medical,0,Male,61,1,Mid Level,Sales Executive,2,Married,7596,3809,1,No,13,0,Medium,2,10,2,1,10,9,9,0,4,15,1
30,1,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,1,Male,40,0,Entry Level,Research Scientist,0,Single,2285,3427,9,Yes,23,1,High,0,3,4,1,1,0,0,0,2,28,1
37,0,Travel_Rarely,1107,Research & Development,14,Bachelor,Life Sciences,2,Female,95,0,Entry Level,Laboratory Technician,3,Divorced,3034,26914,1,No,12,0,High,1,18,2,2,18,7,12,17,7,14,2
40,0,Travel_Rarely,759,Sales,2,College,Marketing,2,Female,46,0,Junior Level,Sales Executive,1,Divorced,5715,22553,7,No,12,0,High,2,8,5,1,5,4,1,3,4,17,2
42,0,Travel_Rarely,201,Research & Development,1,Master,Life Sciences,0,Female,95,0,Entry Level,Laboratory Technician,3,Divorced,2576,20490,3,No,16,0,Medium,1,8,5,1,5,2,1,2,4,21,2
37,0,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,1,Male,49,0,Junior Level,Manufacturing Director,1,Single,4197,21123,2,Yes,12,0,Very High,0,18,2,2,1,0,0,1,4,14,2
43,0,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,3,Male,59,1,Senior Level,Research Director,1,Divorced,14336,4345,1,No,11,0,High,1,25,3,1,25,10,3,9,6,14,0
40,0,Travel_Rarely,555,Research & Development,2,Bachelor,Medical,0,Female,78,1,Junior Level,Laboratory Technician,2,Married,3448,13436,6,No,22,1,Medium,1,20,3,1,1,0,0,0,4,26,1
54,0,Travel_Rarely,821,Research & Development,5,College,Medical,3,Male,86,0,Executive Level,Research Director,3,Married,19406,8509,4,No,11,0,High,1,24,4,2,4,2,1,2,8,15,0
34,0,Non-Travel,1381,Sales,4,Master,Marketing,1,Female,72,0,Junior Level,Sales Executive,2,Married,6538,12740,9,No,15,0,Low,1,6,3,1,3,2,1,2,4,18,1
31,0,Travel_Rarely,480,Research & Development,7,College,Medical,0,Female,31,0,Junior Level,Manufacturing Director,3,Married,4306,4156,1,No,12,0,Medium,1,13,5,0,13,10,3,12,3,17,1
43,0,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,2,Male,61,0,Entry Level,Laboratory Technician,0,Married,2258,15238,7,No,20,1,Low,1,8,1,1,3,2,1,2,3,22,2
43,0,Travel_Rarely,1473,Research & Development,8,Master,Other,1,Female,74,0,Junior Level,Healthcare Representative,2,Divorced,4522,2227,4,Yes,14,0,Very High,0,8,3,1,5,2,0,2,4,17,1
25,0,Travel_Rarely,891,Sales,4,College,Life Sciences,0,Female,99,1,Junior Level,Sales Executive,0,Single,4487,12090,1,Yes,11,0,Medium,0,5,3,1,5,4,1,3,2,14,1
37,0,Non-Travel,1063,Research & Development,25,Doctor,Medical,0,Female,72,0,Junior Level,Research Scientist,2,Married,4449,23866,3,Yes,15,0,Low,2,15,2,1,13,11,10,7,3,17,2
31,0,Travel_Rarely,329,Research & Development,1,College,Life Sciences,2,Male,98,1,Entry Level,Laboratory Technician,3,Married,2218,16193,1,No,12,0,High,1,4,3,1,4,2,3,2,7,15,2
39,0,Travel_Frequently,1218,Research & Development,1,Below College,Life Sciences,0,Male,52,0,Executive Level,Manager,2,Divorced,19197,8213,1,Yes,14,0,High,1,21,3,1,21,8,1,6,3,17,0
56,0,Travel_Frequently,906,Sales,6,Bachelor,Life Sciences,1,Female,86,2,Senior Level,Sales Executive,3,Married,13212,18256,9,No,11,0,Very High,3,36,0,2,7,7,7,7,8,11,0
30,0,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,0,Female,83,0,Junior Level,Sales Executive,2,Single,6577,19558,0,No,11,0,Medium,0,6,6,1,5,4,4,4,3,17,2
41,0,Travel_Rarely,645,Sales,1,Bachelor,Marketing,0,Male,49,2,Mid Level,Sales Executive,3,Married,8392,19566,1,No,16,0,High,1,10,2,1,10,7,0,7,6,18,2
28,0,Travel_Rarely,1300,Research & Development,17,College,Medical,1,Male,79,0,Junior Level,Laboratory Technician,3,Divorced,4558,13535,1,No,12,0,Very High,1,10,2,1,10,0,1,8,5,14,1
25,1,Travel_Rarely,688,Research & Development,3,Bachelor,Medical,3,Male,91,0,Entry Level,Laboratory Technician,3,Married,4031,9396,5,No,13,0,High,1,6,5,1,2,2,0,2,7,18,1
52,0,Travel_Rarely,319,Research & Development,3,Bachelor,Medical,2,Male,39,1,Mid Level,Manufacturing Director,2,Married,7969,19609,2,Yes,14,0,High,0,28,4,1,5,4,0,4,6,18,2
45,0,Travel_Rarely,192,Research & Development,10,College,Life Sciences,3,Male,69,0,Entry Level,Research Scientist,0,Married,2654,9655,3,No,21,1,Very High,2,8,3,2,2,2,0,2,5,25,1
52,0,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,2,Female,30,0,Senior Level,Manager,0,Married,16555,10310,2,No,13,0,Very High,0,31,2,0,5,2,1,4,2,15,0
42,0,Travel_Frequently,532,Research & Development,29,College,Life Sciences,3,Female,92,0,Junior Level,Research Scientist,2,Divorced,4556,12932,2,No,11,0,Medium,1,19,3,1,5,4,0,2,6,14,1
30,0,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,1,Female,43,3,Junior Level,Manufacturing Director,0,Single,6091,24793,2,No,20,1,High,0,11,2,1,5,4,0,2,5,23,2
60,0,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,3,Female,41,0,Executive Level,Manager,3,Married,19566,3854,5,No,11,0,Very High,0,33,5,0,29,8,11,10,6,16,0
46,0,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,1,Female,87,0,Junior Level,Manufacturing Director,2,Divorced,4810,26314,2,No,14,0,High,1,19,5,2,10,7,0,8,5,19,2
42,0,Travel_Frequently,1368,Research & Development,28,Master,Technical Degree,2,Female,88,1,Junior Level,Healthcare Representative,0,Married,4523,4386,0,No,11,0,Very High,3,7,4,3,6,5,0,4,6,15,1
24,1,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,3,Female,62,0,Entry Level,Sales Representative,1,Single,3202,21972,1,Yes,16,0,Medium,0,6,4,1,5,3,1,4,5,20,2
34,1,Travel_Frequently,296,Sales,6,College,Marketing,2,Female,33,3,Entry Level,Sales Representative,2,Divorced,2351,12253,0,No,16,0,Very High,1,3,3,2,2,2,1,0,9,19,1
38,0,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,2,Male,42,0,Entry Level,Laboratory Technician,0,Married,1702,12106,1,Yes,23,1,High,1,1,3,1,1,0,0,0,3,27,1
40,0,Travel_Rarely,1398,Sales,2,Master,Life Sciences,1,Female,79,0,Executive Level,Manager,2,Married,18041,13022,0,No,14,0,Very High,0,21,2,1,20,15,1,12,4,16,0
26,0,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,3,Female,90,0,Entry Level,Research Scientist,0,Divorced,2886,3032,1,No,22,1,Medium,2,3,3,0,3,2,0,2,3,26,1
30,0,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,1,Male,53,0,Entry Level,Laboratory Technician,0,Married,2097,16734,4,No,15,0,High,1,9,3,0,5,3,1,4,1,18,2
29,0,Travel_Rarely,986,Research & Development,3,Master,Medical,0,Male,93,1,Mid Level,Research Director,2,Married,11935,21526,1,No,18,0,High,0,10,2,1,10,2,0,7,4,20,2
29,1,Travel_Rarely,408,Research & Development,25,Doctor,Technical Degree,1,Female,71,1,Entry Level,Research Scientist,1,Married,2546,18300,5,No,16,0,Medium,0,6,2,3,2,2,1,1,6,18,2
19,1,Travel_Rarely,489,Human Resources,2,College,Technical Degree,3,Male,52,1,Entry Level,Human Resources,0,Single,2564,18437,1,No,12,0,High,0,1,3,3,1,0,0,0,7,15,2
30,0,Non-Travel,1398,Sales,22,Master,Other,1,Female,69,0,Mid Level,Sales Executive,3,Married,8412,2890,0,No,11,0,High,0,10,3,1,9,8,7,8,5,14,1
57,0,Travel_Rarely,210,Sales,29,Bachelor,Marketing,3,Male,56,1,Senior Level,Manager,0,Divorced,14118,22102,3,No,12,0,High,1,32,3,2,1,0,0,0,6,15,0
